brand,product_name,price,discount,link,similarity_score
Vida Loca,Men Slim Fit Solid Mandarin Collar Casual Shirt,489,74,https://www.flipkart.com/vida-loca-men-solid-casual-cream-shirt/p/itm9fff4e9ae85ba?pid=SHTG9YWHHGHHZHQ6&lid=LSTSHTG9YWHHGHHZHQ6ITBVYI&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_61&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=en_c9VzR15Zzr2X3lNikYruM4lyk%2FmMdjaE7eI%2F8tb1yI6arf44tgBZ7iWcyZmdi%2FsQqzUHPZVu0lIAYXOS%2B5sgbQ%3D%3D&ppt=None&ppn=None&ssid=sio3u78zsw0000001684583194677,0.11671773546032795
MOONVELLY,Men Solid Polo Neck Purple T-Shirt,299,82,https://www.flipkart.com/moonvelly-solid-men-polo-neck-purple-t-shirt/p/itm9647a67f19b7e?pid=TSHGHA24ZHPZ7HFC&lid=LSTTSHGHA24ZHPZ7HFCLDB0RS&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_65&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1baf1830-091c-4c6d-84fa-09bbf90a9254.TSHGHA24ZHPZ7HFC.SEARCH&ppt=None&ppn=None&ssid=sio3u78zsw0000001684583194677,0.1362763414390864
NB NICKY BOY,"Men Printed, Color Block Hooded Neck Red, Black T-Shirt",249,62,https://www.flipkart.com/nb-nicky-boy-printed-color-block-men-hooded-neck-red-black-t-shirt/p/itmc8fe4dba9cbc1?pid=TSHGJZ84WHGNGD59&lid=LSTTSHGJZ84WHGNGD598UPZWU&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_69&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1baf1830-091c-4c6d-84fa-09bbf90a9254.TSHGJZ84WHGNGD59.SEARCH&ppt=None&ppn=None&ssid=sio3u78zsw0000001684583194677,0.2521387069452626
NB NICKY BOY,"Pack of 2 Men Printed Hooded Neck Black, Light Green T-...",414,62,https://www.flipkart.com/nb-nicky-boy-printed-men-hooded-neck-black-light-green-t-shirt/p/itm345925c05d5c5?pid=TSHGZFPAYQB6VZR3&lid=LSTTSHGZFPAYQB6VZR3WCX3UT&marketplace=FLIPKART&store=clo%2Fash&srno=b_3_81&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=en_ForT5ldnFmGlTTEK172GO%2BiH6P1vnYYemg9TXnpkcdlX9AFtW31%2F%2F92lJW2U0sFVKU4SWWzHOIpfkSWLeD%2FOaw%3D%3D&ppt=None&ppn=None&ssid=g99hc54se80000001684583207765,0.2521387069452626
VeBNoR,TS1 Men Striped Round Neck Pink T-Shirt,209,84,https://www.flipkart.com/vebnor-striped-men-round-neck-pink-t-shirt/p/itm7d5c399001321?pid=TSHGDZA6MKQRFUNP&lid=LSTTSHGDZA6MKQRFUNPICE1GT&marketplace=FLIPKART&store=clo%2Fash&srno=b_3_85&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=ba8055c2-aecf-46b1-af0b-943363c4a1da.TSHGDZA6MKQRFUNP.SEARCH&ppt=None&ppn=None&ssid=g99hc54se80000001684583207765,0.12536693798731732
VeBNoR,Men Regular Fit Solid Mandarin Collar Casual Shirt,449,75,https://www.flipkart.com/vebnor-men-solid-casual-light-blue-shirt/p/itmeb5c693b2cbd0?pid=SHTFVC7FAFWHTGPJ&lid=LSTSHTFVC7FAFWHTGPJZAWXRX&marketplace=FLIPKART&store=clo%2Fash&srno=b_3_89&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=ba8055c2-aecf-46b1-af0b-943363c4a1da.SHTFVC7FAFWHTGPJ.SEARCH&ppt=None&ppn=None&ssid=g99hc54se80000001684583207765,0.11671773546032795
BLIVE,"Pack of 2 Men Printed Round Neck Black, Yellow T-Shirt",299,85,https://www.flipkart.com/blive-printed-men-round-neck-black-yellow-t-shirt/p/itm0cf6bdb2d803a?pid=TSHGMGJZNY66U5GZ&lid=LSTTSHGMGJZNY66U5GZ2UDJMD&marketplace=FLIPKART&store=clo%2Fash&srno=b_3_93&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=ba8055c2-aecf-46b1-af0b-943363c4a1da.TSHGMGJZNY66U5GZ.SEARCH&ppt=None&ppn=None&ssid=g99hc54se80000001684583207765,0.2521387069452626
LEVI'S,Levi's Men's Regular Fit Tee Men Printed Round Neck Yel...,629,55,https://www.flipkart.com/levi-s-printed-men-round-neck-yellow-t-shirt/p/itm893db5e3cde47?pid=TSHGDWFJRQHV295H&lid=LSTTSHGDWFJRQHV295HQTODKF&marketplace=FLIPKART&store=clo%2Fash&srno=b_3_101&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=en_ForT5ldnFmGlTTEK172GO%2BiH6P1vnYYemg9TXnpkcdkLmFOFNC55UnK%2FFs0GRdRwdt01Nu3CQov%2F8lZ%2BCGTFvA%3D%3D&ppt=None&ppn=None&ssid=g99hc54se80000001684583207765,0.10371551133313005
COMBRAIDED,Men Regular Fit Floral Print Casual Shirt,329,78,https://www.flipkart.com/combraided-men-floral-print-casual-grey-shirt/p/itm998b51da7a6be?pid=SHTGAPKGTDNHNHGC&lid=LSTSHTGAPKGTDNHNHGCFVOHVH&marketplace=FLIPKART&store=clo%2Fash&srno=b_3_105&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=ba8055c2-aecf-46b1-af0b-943363c4a1da.SHTGAPKGTDNHNHGC.SEARCH&ppt=None&ppn=None&ssid=g99hc54se80000001684583207765,0.12536693798731732
Voroxy,Men Regular Fit Solid Spread Collar Casual Shirt,309,82,https://www.flipkart.com/voroxy-men-solid-casual-black-shirt/p/itmd0fc528d8375d?pid=SHTGBYE4GYKZ7DW8&lid=LSTSHTGBYE4GYKZ7DW8BWQK2B&marketplace=FLIPKART&store=clo%2Fash&srno=b_3_109&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=ba8055c2-aecf-46b1-af0b-943363c4a1da.SHTGBYE4GYKZ7DW8.SEARCH&ppt=None&ppn=None&ssid=g99hc54se80000001684583207765,0.11671773546032795
TQH,TQH Men Dri Fit Polyester Half Sleeve Round Neck White ...,199,80,https://www.flipkart.com/tqh-solid-men-round-neck-white-t-shirt/p/itm7351bd9a4f29f?pid=TSHFKYCDDVBV3EGB&lid=LSTTSHFKYCDDVBV3EGBA9STW6&marketplace=FLIPKART&store=clo%2Fash&srno=b_3_113&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=ba8055c2-aecf-46b1-af0b-943363c4a1da.TSHFKYCDDVBV3EGB.SEARCH&ppt=None&ppn=None&ssid=g99hc54se80000001684583207765,0.10371551133313005
INKKR,Pack of 2 Men Solid Polo Neck Multicolor T-Shirt,429,57,https://www.flipkart.com/inkkr-solid-men-polo-neck-multicolor-t-shirt/p/itme6b7b04ca83a2?pid=TSHG3JZP8PFHRPMG&lid=LSTTSHG3JZP8PFHRPMGLRKITO&marketplace=FLIPKART&store=clo%2Fash&srno=b_3_117&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=en_ForT5ldnFmGlTTEK172GO%2BiH6P1vnYYemg9TXnpkcdlSmjNGnrzj8lLBkxnhfx3u4YCD4ePpKWoaOE55nAJpOw%3D%3D&ppt=None&ppn=None&ssid=g99hc54se80000001684583207765,0.11671773546032795
EyeBogler,Men Striped Polo Neck Blue T-Shirt,299,76,https://www.flipkart.com/eyebogler-striped-men-polo-neck-blue-t-shirt/p/itm7426c05c32ef8?pid=TSHGB2RYFDEJWS8F&lid=LSTTSHGB2RYFDEJWS8FFAHPP4&marketplace=FLIPKART&store=clo%2Fash&srno=b_4_125&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=6684f461-28ea-46c1-8fd9-8fe9f8e59d24.TSHGB2RYFDEJWS8F.SEARCH&ppt=None&ppn=None&ssid=547l3eq20g0000001684583219422,0.1362763414390864
VeBNoR,Men Regular Fit Printed Spread Collar Casual Shirt,289,84,https://www.flipkart.com/vebnor-men-printed-casual-blue-shirt/p/itm8c0286244db2e?pid=SHTGJMJ6NZQMKBJZ&lid=LSTSHTGJMJ6NZQMKBJZYUHCTT&marketplace=FLIPKART&store=clo%2Fash&srno=b_4_129&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=6684f461-28ea-46c1-8fd9-8fe9f8e59d24.SHTGJMJ6NZQMKBJZ.SEARCH&ppt=None&ppn=None&ssid=547l3eq20g0000001684583219422,0.11671773546032795
MOONVELLY,Men Slim Fit Solid Casual Shirt,379,81,https://www.flipkart.com/moonvelly-men-solid-casual-blue-shirt/p/itm326ab2cf8bd1d?pid=SHTG5M2QVQGCGF2A&lid=LSTSHTG5M2QVQGCGF2AAPG9IH&marketplace=FLIPKART&store=clo%2Fash&srno=b_4_145&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=6684f461-28ea-46c1-8fd9-8fe9f8e59d24.SHTG5M2QVQGCGF2A.SEARCH&ppt=None&ppn=None&ssid=547l3eq20g0000001684583219422,0.1362763414390864
BLIVE,Men Regular Fit Color Block Casual Shirt,349,82,https://www.flipkart.com/blive-men-color-block-casual-white-black-shirt/p/itmf7c3c31307d91?pid=SHTGFPPFHUKZENF2&lid=LSTSHTGFPPFHUKZENF2AACS5E&marketplace=FLIPKART&store=clo%2Fash&srno=b_4_153&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=6684f461-28ea-46c1-8fd9-8fe9f8e59d24.SHTGFPPFHUKZENF2.SEARCH&ppt=None&ppn=None&ssid=547l3eq20g0000001684583219422,0.12536693798731732
FUBAR,Men Slim Fit Solid Spread Collar Formal Shirt,419,74,https://www.flipkart.com/fubar-men-solid-formal-white-shirt/p/itm47632e76e5546?pid=SHTGB79UPWNPYXHZ&lid=LSTSHTGB79UPWNPYXHZZWS3TJ&marketplace=FLIPKART&store=clo%2Fash&srno=b_5_165&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=30514cea-aae7-4be7-9ee0-ad4dcb492208.SHTGB79UPWNPYXHZ.SEARCH&ppt=None&ppn=None&ssid=to6aubzcn40000001684583231835,0.11671773546032795
HELMONT,Men Color Block Round Neck Black T-Shirt,179,82,https://www.flipkart.com/helmont-color-block-men-round-neck-black-t-shirt/p/itm13e65a4b3c96d?pid=TSHGE92F6DE49ZFW&lid=LSTTSHGE92F6DE49ZFWWZRIYG&marketplace=FLIPKART&store=clo%2Fash&srno=b_5_169&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=30514cea-aae7-4be7-9ee0-ad4dcb492208.TSHGE92F6DE49ZFW.SEARCH&ppt=None&ppn=None&ssid=to6aubzcn40000001684583231835,0.2910691023819054
FUBAR,Men Slim Fit Washed Mandarin Collar Casual Shirt,419,61,https://www.flipkart.com/fubar-men-washed-casual-purple-shirt/p/itmfb6yspfetggcw?pid=SHTFB6MBZSYBDHW2&lid=LSTSHTFB6MBZSYBDHW28F0WUL&marketplace=FLIPKART&store=clo%2Fash&srno=b_5_173&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=30514cea-aae7-4be7-9ee0-ad4dcb492208.SHTFB6MBZSYBDHW2.SEARCH&ppt=None&ppn=None&ssid=to6aubzcn40000001684583231835,0.11671773546032795
NB NICKY BOY,Men Typography Round Neck Light Green T-Shirt,239,64,https://www.flipkart.com/nb-nicky-boy-typography-men-round-neck-light-green-t-shirt/p/itm775c5a6cd5941?pid=TSHGMMCXENQYUFGZ&lid=LSTTSHGMMCXENQYUFGZKSD7YX&marketplace=FLIPKART&store=clo%2Fash&srno=b_5_177&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=en_Yi7%2BbQ9opcS0nGgD1rpAL2p3Ri27aoYO%2F9vmmnbUb0VNS2eDIrzYkvdEj1uYe4ISzu%2FvMocG2OPMgQYHohsT1w%3D%3D&ppt=None&ppn=None&ssid=to6aubzcn40000001684583231835,0.12536693798731732
VeBNoR,Men Printed Round Neck Blue T-Shirt,269,79,https://www.flipkart.com/vebnor-printed-men-round-neck-blue-t-shirt/p/itm8b97465ee64e4?pid=TSHGKZGH6RMCH9MS&lid=LSTTSHGKZGH6RMCH9MSVT2T6N&marketplace=FLIPKART&store=clo%2Fash&srno=b_5_185&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=30514cea-aae7-4be7-9ee0-ad4dcb492208.TSHGKZGH6RMCH9MS.SEARCH&ppt=None&ppn=None&ssid=to6aubzcn40000001684583231835,0.1362763414390864
INKKR,"Pack of 2 Men Solid Polo Neck Orange, Light Green T-Shi...",429,66,https://www.flipkart.com/inkkr-solid-men-polo-neck-orange-light-green-t-shirt/p/itme66753961130c?pid=TSHG6NZ6VCKRZU7Y&lid=LSTTSHG6NZ6VCKRZU7YBHCIMI&marketplace=FLIPKART&store=clo%2Fash&srno=b_5_189&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=30514cea-aae7-4be7-9ee0-ad4dcb492208.TSHG6NZ6VCKRZU7Y.SEARCH&ppt=None&ppn=None&ssid=to6aubzcn40000001684583231835,0.10371551133313005
FIBERMILL,Men Regular Fit Solid Spread Collar Formal Shirt,379,76,https://www.flipkart.com/fibermill-men-solid-formal-grey-shirt/p/itm5297ccc042b53?pid=SHTGBXYVDMPZMQ5F&lid=LSTSHTGBXYVDMPZMQ5FDSKPJW&marketplace=FLIPKART&store=clo%2Fash&srno=b_5_193&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=30514cea-aae7-4be7-9ee0-ad4dcb492208.SHTGBXYVDMPZMQ5F.SEARCH&ppt=None&ppn=None&ssid=to6aubzcn40000001684583231835,0.11671773546032795
INKKR,"Pack of 2 Men Solid Polo Neck Blue, Grey T-Shirt",429,57,https://www.flipkart.com/inkkr-solid-men-polo-neck-blue-grey-t-shirt/p/itm9146decb55d3e?pid=TSHG3HFKVQ6R2GBG&lid=LSTTSHG3HFKVQ6R2GBGYI8ONB&marketplace=FLIPKART&store=clo%2Fash&srno=b_5_197&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=en_Yi7%2BbQ9opcS0nGgD1rpAL2p3Ri27aoYO%2F9vmmnbUb0VJ2mujEHBdnukRp1zaALMS%2BHwDDrXbU%2BS5Y%2B6YmKCyFg%3D%3D&ppt=None&ppn=None&ssid=to6aubzcn40000001684583231835,0.10964258683453854
KAJARU,"Pack of 2 Men Striped Round Neck Black, Grey T-Shirt",399,78,https://www.flipkart.com/kajaru-striped-men-round-neck-black-grey-t-shirt/p/itm6cfeda3849d3f?pid=TSHGHHJ3VWDGZ28U&lid=LSTTSHGHHJ3VWDGZ28UATCQUS&marketplace=FLIPKART&store=clo%2Fash&srno=b_6_205&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=05b3e0ea-a6dc-48d0-8513-afce6443cc22.TSHGHHJ3VWDGZ28U.SEARCH&ppt=None&ppn=None&ssid=guqhb34ce80000001684583246665,0.2521387069452626
